epoch,time,generator_loss,discriminator_loss
325,2022_08_12_16_48_59,-0.6429,-2.0257
326,2022_08_12_16_49_14,-2.5599,0.7442
327,2022_08_12_16_49_30,-2.3284,-1.3001
328,2022_08_12_16_49_46,-2.9223,3.4092
329,2022_08_12_16_50_03,0.2408,3.5911
330,2022_08_12_16_50_19,-2.5671,0.0937
331,2022_08_12_16_50_36,-1.5929,0.0257
332,2022_08_12_16_50_52,-2.2688,0.0923
333,2022_08_12_16_51_10,-3.0349,-0.7782
334,2022_08_12_16_51_29,-1.9599,1.4206
335,2022_08_12_16_51_47,-0.1158,-2.8460
336,2022_08_12_16_52_05,-3.3535,1.6546
337,2022_08_12_16_52_25,-0.5484,-1.1252
338,2022_08_12_16_52_43,-3.2477,-1.0617
339,2022_08_12_16_53_00,-0.2775,1.5826
340,2022_08_12_16_53_17,-0.8338,0.5653
341,2022_08_12_16_53_33,-2.2165,-2.7076
342,2022_08_12_16_53_51,-0.4771,-1.8685
343,2022_08_12_16_54_08,-0.4920,-3.0363
344,2022_08_12_16_54_25,-3.4743,2.5439
345,2022_08_12_16_54_44,-4.3170,0.3915
346,2022_08_12_16_55_05,-8.5470,3.4259
347,2022_08_12_16_55_25,-3.2006,-1.6160
348,2022_08_12_16_55_41,-5.1869,1.5859
349,2022_08_12_16_56_00,-2.9956,-2.5225
350,2022_08_12_16_56_16,-1.0470,0.6444
351,2022_08_12_16_56_33,-3.8598,-0.4863
352,2022_08_12_16_56_48,-5.0742,-1.4754
353,2022_08_12_16_57_05,-2.9175,0.0985
354,2022_08_12_16_57_20,-1.1156,2.1001
355,2022_08_12_16_57_37,-0.7476,-0.1269
356,2022_08_12_16_57_53,-1.8268,-1.6540
357,2022_08_12_16_58_09,-0.3941,1.4129
358,2022_08_12_16_58_26,-1.6360,2.4147
359,2022_08_12_16_58_42,-2.2319,0.6416
360,2022_08_12_16_58_58,-2.1636,-0.6890
361,2022_08_12_16_59_15,-0.8720,-4.1899
362,2022_08_12_16_59_33,0.3333,-1.7480
363,2022_08_12_16_59_52,0.9262,0.9323
364,2022_08_12_17_00_09,-2.2841,0.1894
365,2022_08_12_17_00_30,-2.5448,-1.6242
366,2022_08_12_17_00_46,-1.9652,0.9749
367,2022_08_12_17_01_03,-2.1614,0.4386
368,2022_08_12_17_01_20,-3.5073,1.8461
369,2022_08_12_17_01_40,-3.6310,0.1401
370,2022_08_12_17_01_58,-5.5239,1.3601
371,2022_08_12_17_02_25,-4.3496,-1.6749
372,2022_08_12_17_02_43,-3.1491,-0.3233
373,2022_08_12_17_03_00,-3.3568,-0.3040
374,2022_08_12_17_03_17,-4.7387,0.1507
375,2022_08_12_17_03_35,-2.9224,1.8950
376,2022_08_12_17_03_52,-2.2256,0.9199
377,2022_08_12_17_04_09,-2.2696,-2.0091
378,2022_08_12_17_04_27,-3.4402,0.9432
379,2022_08_12_17_04_48,-5.8492,-2.9448
380,2022_08_12_17_05_05,-1.0036,-1.6722
381,2022_08_12_17_05_22,-2.9627,-0.0531
382,2022_08_12_17_05_38,-1.6690,1.4428
383,2022_08_12_17_05_57,-3.2011,-0.5046
384,2022_08_12_17_06_12,-2.6052,-0.4104
385,2022_08_12_17_06_29,-3.4980,-1.0099
386,2022_08_12_17_06_45,-2.7022,-2.1067
387,2022_08_12_17_07_01,-1.2012,-1.4154
388,2022_08_12_17_07_17,-1.2604,0.1481
389,2022_08_12_17_07_33,-1.5941,-2.9122
390,2022_08_12_17_07_49,-0.7055,-0.1047
391,2022_08_12_17_08_07,-1.4516,0.6850
392,2022_08_12_17_08_26,-2.2226,0.9740
393,2022_08_12_17_08_49,-3.1136,0.6960
394,2022_08_12_17_09_06,-4.3674,0.4102
395,2022_08_12_17_09_24,-3.8472,-1.0574
396,2022_08_12_17_09_41,-2.8832,-2.8123
397,2022_08_12_17_09_58,-3.3176,-2.4484
398,2022_08_12_17_10_15,-5.3534,0.5574
399,2022_08_12_17_10_32,-2.5495,-0.1843
400,2022_08_12_17_10_49,-0.2425,-0.2995
401,2022_08_12_17_11_07,0.2746,-0.3450
402,2022_08_12_17_11_25,-1.7880,-1.7326
403,2022_08_12_17_11_45,-1.8830,-0.8724
404,2022_08_12_17_12_05,-2.0359,-0.3343
405,2022_08_12_17_12_22,-3.3344,-0.2985
406,2022_08_12_17_12_39,-5.9659,-0.4298
407,2022_08_12_17_12_57,-3.7269,-0.1200
408,2022_08_12_17_13_13,-3.0945,-1.6102
409,2022_08_12_17_13_30,-2.0228,-0.1781
410,2022_08_12_17_13_46,-4.5279,-0.5378
411,2022_08_12_17_14_05,-0.6125,-0.1281
412,2022_08_12_17_14_21,-4.5016,0.6481
413,2022_08_12_17_14_38,-2.5304,0.8410
414,2022_08_12_17_14_58,-2.4706,-0.2082
415,2022_08_12_17_15_20,-4.1153,1.6667
416,2022_08_12_17_15_38,-2.8442,-0.0912
417,2022_08_12_17_15_58,-4.0809,2.2715
418,2022_08_12_17_16_15,-4.5666,0.1490
419,2022_08_12_17_16_32,-2.2058,0.1416
420,2022_08_12_17_16_50,-1.1459,-2.4018
421,2022_08_12_17_17_07,-0.4273,-1.3878
422,2022_08_12_17_17_24,-2.3553,2.9397
423,2022_08_12_17_17_41,-1.7339,-0.8120
424,2022_08_12_17_17_58,-2.3765,0.5164
425,2022_08_12_17_18_15,-2.0140,0.9712
426,2022_08_12_17_18_33,-4.8055,3.0469
427,2022_08_12_17_18_58,-4.2262,-0.4856
428,2022_08_12_17_19_15,-4.3900,-0.6659
429,2022_08_12_17_19_32,-3.1090,-1.6435
