epoch,time,generator_loss,discriminator_loss
266,2022_08_16_10_02_32,15.3712,-0.9484
267,2022_08_16_10_02_34,17.3725,-0.6231
268,2022_08_16_10_02_36,15.1625,1.3868
269,2022_08_16_10_02_39,15.2114,-0.7560
270,2022_08_16_10_02_41,16.1268,0.1961
271,2022_08_16_10_02_43,17.2216,-0.1081
272,2022_08_16_10_02_45,16.9235,1.3774
273,2022_08_16_10_02_48,17.9034,-0.1158
274,2022_08_16_10_02_50,15.7780,2.5429
275,2022_08_16_10_02_52,16.7902,0.1025
276,2022_08_16_10_02_54,15.9667,2.3974
277,2022_08_16_10_02_57,15.8753,2.5783
278,2022_08_16_10_02_59,15.9740,0.1971
279,2022_08_16_10_03_01,15.9273,2.1384
280,2022_08_16_10_03_03,15.5974,-1.0922
281,2022_08_16_10_03_06,15.4951,0.7008
282,2022_08_16_10_03_08,16.9348,-0.2584
283,2022_08_16_10_03_10,17.6819,-1.6320
284,2022_08_16_10_03_12,17.1126,-0.0105
285,2022_08_16_10_03_15,17.0710,-0.8734
286,2022_08_16_10_03_17,14.2616,-0.4122
287,2022_08_16_10_03_19,16.5110,-0.1399
288,2022_08_16_10_03_22,16.7565,-0.2184
289,2022_08_16_10_03_24,15.7710,0.2916
290,2022_08_16_10_03_26,17.7849,1.7162
291,2022_08_16_10_03_28,17.3898,-0.0473
292,2022_08_16_10_03_30,16.6676,0.1399
293,2022_08_16_10_03_33,16.9378,-0.1409
294,2022_08_16_10_03_35,18.0472,-0.7454
295,2022_08_16_10_03_37,16.0529,0.1757
296,2022_08_16_10_03_39,16.4329,3.1429
297,2022_08_16_10_03_42,14.5391,1.5308
298,2022_08_16_10_03_44,15.2427,-0.1774
299,2022_08_16_10_03_46,15.2210,-1.4168
300,2022_08_16_10_03_48,15.8172,1.6071
301,2022_08_16_10_03_51,16.6119,-0.0341
302,2022_08_16_10_03_53,16.6484,0.9713
303,2022_08_16_10_03_55,15.7528,-0.7527
304,2022_08_16_10_03_57,15.3677,-1.4679
305,2022_08_16_10_04_00,16.9153,1.1181
306,2022_08_16_10_04_02,16.6768,-1.1946
307,2022_08_16_10_04_04,16.5996,0.7231
308,2022_08_16_10_04_06,17.4414,-1.2861
309,2022_08_16_10_04_08,15.1519,0.6769
310,2022_08_16_10_04_10,16.1888,1.5944
311,2022_08_16_10_04_12,16.3397,1.6379
312,2022_08_16_10_04_15,16.1026,-0.2280
313,2022_08_16_10_04_17,17.2669,-0.7055
314,2022_08_16_10_04_19,19.5905,0.0637
315,2022_08_16_10_04_21,15.6328,-0.1118
316,2022_08_16_10_04_23,17.2819,0.6615
317,2022_08_16_10_04_25,15.7252,-1.0145
318,2022_08_16_10_04_27,15.0952,0.3946
319,2022_08_16_10_04_29,17.1713,3.4639
320,2022_08_16_10_04_31,16.6061,-0.2109
321,2022_08_16_10_04_33,17.5757,-1.4193
322,2022_08_16_10_04_36,15.5072,-1.3917
323,2022_08_16_10_04_38,17.3117,-0.2835
324,2022_08_16_10_04_40,15.4880,1.8918
325,2022_08_16_10_04_43,15.4643,-2.0745
326,2022_08_16_10_04_45,16.3773,0.5026
327,2022_08_16_10_04_47,16.8451,0.9121
328,2022_08_16_10_04_49,17.9007,-1.6617
329,2022_08_16_10_04_52,16.6889,3.0910
330,2022_08_16_10_04_54,15.9883,-0.0718
331,2022_08_16_10_04_56,17.1366,2.7880
332,2022_08_16_10_04_59,15.9281,0.8274
333,2022_08_16_10_05_02,16.4068,-1.7914
334,2022_08_16_10_05_04,17.5415,0.2807
335,2022_08_16_10_05_06,17.2798,-1.4708
336,2022_08_16_10_05_08,19.3151,-0.2223
337,2022_08_16_10_05_10,18.5123,1.5293
338,2022_08_16_10_05_12,18.8089,0.2767
339,2022_08_16_10_05_14,18.2432,-0.9764
340,2022_08_16_10_05_17,16.6944,-0.5352
341,2022_08_16_10_05_19,17.8753,-0.6851
342,2022_08_16_10_05_21,18.8644,-1.1518
343,2022_08_16_10_05_23,19.0205,1.5080
344,2022_08_16_10_05_25,20.4088,0.5134
345,2022_08_16_10_05_27,19.6013,1.8217
346,2022_08_16_10_05_29,19.4278,-2.9489
347,2022_08_16_10_05_31,17.4406,-0.6471
348,2022_08_16_10_05_33,20.2461,0.2943
349,2022_08_16_10_05_35,20.1172,-0.8067
350,2022_08_16_10_05_37,19.8407,-0.1695
351,2022_08_16_10_05_39,18.6573,-1.4857
352,2022_08_16_10_05_41,18.5947,-1.0997
353,2022_08_16_10_05_46,19.6038,1.7759
354,2022_08_16_10_05_48,18.0446,0.0379
355,2022_08_16_10_05_50,17.9757,-2.2232
356,2022_08_16_10_05_52,18.8841,0.8950
357,2022_08_16_10_05_55,18.9864,0.7253
358,2022_08_16_10_05_57,17.4508,-2.2321
359,2022_08_16_10_05_59,18.8711,0.9637
360,2022_08_16_10_06_01,18.2695,0.7347
361,2022_08_16_10_06_03,17.2028,0.3894
362,2022_08_16_10_06_05,18.0189,-0.6390
363,2022_08_16_10_06_08,17.4557,-2.1550
364,2022_08_16_10_06_10,15.8662,0.1025
365,2022_08_16_10_06_12,17.0949,-0.5886
366,2022_08_16_10_06_14,14.9734,-0.0390
367,2022_08_16_10_06_16,15.1220,-1.6108
368,2022_08_16_10_06_18,15.4935,-1.8593
369,2022_08_16_10_06_22,14.9135,2.0153
370,2022_08_16_10_06_24,13.3141,2.6822
371,2022_08_16_10_06_26,15.0566,-1.4981
372,2022_08_16_10_06_28,14.8541,2.2277
373,2022_08_16_10_06_30,14.4933,0.5216
374,2022_08_16_10_06_32,14.2538,2.8214
375,2022_08_16_10_06_34,14.9556,1.1251
376,2022_08_16_10_06_36,14.0061,1.3652
377,2022_08_16_10_06_38,14.2088,-1.1040
378,2022_08_16_10_06_40,14.4626,-0.7756
379,2022_08_16_10_06_42,15.4533,-0.6798
380,2022_08_16_10_06_44,15.5745,-0.0384
381,2022_08_16_10_06_46,15.5702,1.4430
382,2022_08_16_10_06_48,17.1284,-1.4889
383,2022_08_16_10_06_51,18.5852,2.0445
384,2022_08_16_10_06_53,19.3418,-0.3129
385,2022_08_16_10_06_55,19.6929,0.2752
386,2022_08_16_10_06_57,21.8599,-0.1016
387,2022_08_16_10_06_59,19.0162,-1.0859
388,2022_08_16_10_07_01,20.6894,0.5656
389,2022_08_16_10_07_03,19.4196,1.0162
390,2022_08_16_10_07_05,21.1066,-1.8695
391,2022_08_16_10_07_07,22.9105,-0.9327
392,2022_08_16_10_07_09,21.2567,-0.6315
393,2022_08_16_10_07_12,21.4297,-1.2296
394,2022_08_16_10_07_14,20.9612,0.1729
395,2022_08_16_10_07_16,20.1395,0.7882
396,2022_08_16_10_07_19,21.4219,0.8001
397,2022_08_16_10_07_21,23.5559,4.3226
398,2022_08_16_10_07_23,20.6077,-1.4294
399,2022_08_16_10_07_25,21.9316,0.0820
400,2022_08_16_10_07_27,23.4716,0.9853
401,2022_08_16_10_07_29,22.7166,1.1400
402,2022_08_16_10_07_31,22.1835,-0.2326
403,2022_08_16_10_07_33,24.0712,-2.0443
404,2022_08_16_10_07_35,21.2928,-0.3621
405,2022_08_16_10_07_37,23.7492,-1.5758
406,2022_08_16_10_07_40,20.4909,-2.1990
407,2022_08_16_10_07_44,21.7625,-0.2181
408,2022_08_16_10_07_46,21.0778,-1.8479
409,2022_08_16_10_07_48,17.0340,2.0322
410,2022_08_16_10_07_51,16.9070,-0.0795
411,2022_08_16_10_07_53,16.2688,-1.8086
412,2022_08_16_10_07_55,15.4415,0.2059
413,2022_08_16_10_07_57,16.1170,2.9394
414,2022_08_16_10_07_59,17.6262,-2.2557
415,2022_08_16_10_08_01,15.3407,2.6614
416,2022_08_16_10_08_03,15.9830,-1.5244
417,2022_08_16_10_08_05,13.9619,-2.2452
418,2022_08_16_10_08_07,15.7818,2.4968
419,2022_08_16_10_08_09,17.0048,0.0382
420,2022_08_16_10_08_11,14.2290,3.0615
421,2022_08_16_10_08_13,17.5704,1.3232
422,2022_08_16_10_08_16,17.9328,-0.0153
423,2022_08_16_10_08_18,16.7761,0.2753
424,2022_08_16_10_08_20,19.5793,1.3288
